run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T112105279945,v2,v2+pbde0a58d5163+t526fa19fa78e,base,M06_switch_tool,True,wrong_tool,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI artificial intelligence'"
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,,False,False,False,missing tool call clarify
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112819185449,v3,v3+pc54c7d3927e5+t03bc2f3c7f0a,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,T01_youtube_summarizer_single,False,wrong_tool,,youtube_summarizer,youtube_summarizer,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,T02_weather_forecast_single,False,wrong_arg_value,,weather_forecast,weather_forecast,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,T03_crypto_tracker_single,False,wrong_arg_value,,crypto_tracker,crypto_tracker,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,T04_github_explorer_single,False,wrong_tool,,github_explorer,github_explorer,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,T05_image_generator_single,False,wrong_tool,,image_generator,image_generator,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,M07_youtube_missing_url,True,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,M08_youtube_provide_url,True,wrong_tool,,youtube_summarizer,youtube_summarizer,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,M09_weather_follow_up,True,wrong_arg_value,,weather_forecast,weather_forecast,True,True,True,
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,M10_crypto_to_telegram,True,wrong_boundary,missing_tool_call,clarify,,False,False,False,missing tool call clarify
v3_B_group_openrouter_20260729T113912210798,v3,v3+pc54c7d3927e5+t0f0515b6d147,group,M11_switch_tool_github_to_news,True,wrong_tool,,lookup,lookup,True,True,True,
