run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v0_B_base_openrouter_20260729T102921523130,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"InternalServerError: Error code: 503 - {'error': {'message': 'Provider returned error', 'code': 503, 'metadata': {'raw': '{""error"":{""code"":""model_unavailable"",""message"":""no online provider for model \\""gpt-oss-20b\\"" advertises inference-time tool_choice enforcement"",""param"":""model"",""type"":""model_unavailable""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'model_unavailable'}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'tin tức AI nổi bật hôm nay'"
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics news'"
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T103344747315,v1,v1+p921358e4631a+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v2_B_base_openrouter_20260729T103847643624,v2,v2+p921358e4631a+tbeb414601717,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T111953747475,v3,v3+pe2d16ad844e4+t10d635a6e009,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,TypeError: 'NoneType' object is not subscriptable
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1785369600000'}, 'limit_source': 'openrouter_free_tier_daily', 'remedy_hint': 'Wait for the daily reset (see X-RateLimit-Reset), or purchase credits to raise your free-model daily limit.', 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1785369600000'}, 'limit_source': 'openrouter_free_tier_daily', 'remedy_hint': 'Wait for the daily reset (see X-RateLimit-Reset), or purchase credits to raise your free-model daily limit.', 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1785369600000'}, 'limit_source': 'openrouter_free_tier_daily', 'remedy_hint': 'Wait for the daily reset (see X-RateLimit-Reset), or purchase credits to raise your free-model daily limit.', 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
v3_B_base_openrouter_20260729T104206873380,v3,v3+pd9281b92f323+tbeb414601717,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1785369600000'}, 'limit_source': 'openrouter_free_tier_daily', 'remedy_hint': 'Wait for the daily reset (see X-RateLimit-Reset), or purchase credits to raise your free-model daily limit.', 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3H9xP76EG7FizH3WWsXUa0tYzA4'}"
